sentence_id,word,ner_tag
10,after,0
10,the,0
10,EU,5
10,'s,0
10,standing,0
10,veterinary,0
10,committee,0
10,",",0
10,mational,0
10,animal,0
10,health,0
10,officials,0
10,",",0
10,questioned,0
10,if,0
10,such,0
10,action,0
10,was,0
10,justified,0
10,as,0
10,there,0
10,was,0
10,only,0
10,a,0
10,slight,0
10,risk,0
10,to,0
10,human,0
10,health,0
10,.,0
11,Spanish,7
11,Farm,0
11,Minister,0
11,Loyola,3
11,de,4
11,Palacio,4
11,had,0
11,earlier,0
11,accused,0
11,Fischler,3
11,at,0
11,an,0
11,EU,5
11,farm,0
11,ministers,0
11,',0
11,meeting,0
11,of,0
11,causing,0
11,unjustified,0
11,alarm,0
11,through,0
11,"""",0
11,dangerous,0
11,generalisation,0
11,.,0
11,"""",0
12,.,0
13,Only,0
13,France,1
13,and,0
13,Britain,1
13,backed,0
13,Fischler,3
13,'s,0
13,proposal,0
13,.,0
14,The,0
14,EU,5
14,'s,0
14,scientific,0
14,veterinary,0
14,and,0
14,multidisciplinary,0
14,committees,0
14,are,0
14,due,0
14,to,0
14,re-examine,0
14,the,0
14,issue,0
14,early,0
14,next,0
14,month,0
14,and,0
14,make,0
14,recommendations,0
14,to,0
14,the,0
14,senior,0
14,veterinary,0
14,officials,0
14,.,0
15,Sheep,0
15,have,0
15,long,0
15,been,0
15,known,0
15,to,0
15,contract,0
15,scrapie,0
15,",",0
15,a,0
15,brain-wasting,0
15,disease,0
15,similar,0
15,to,0
15,BSE,7
15,which,0
15,is,0
15,believed,0
15,to,0
15,have,0
15,been,0
15,transferred,0
15,to,0
15,cattle,0
15,through,0
15,feed,0
15,containing,0
15,animal,0
15,waste,0
15,.,0
16,British,7
16,farmers,0
16,denied,0
16,on,0
16,Thursday,0
16,there,0
16,was,0
16,any,0
16,danger,0
16,to,0
16,human,0
16,health,0
16,from,0
16,their,0
16,sheep,0
16,",",0
16,but,0
16,expressed,0
16,concern,0
16,that,0
16,German,7
16,government,0
16,advice,0
16,to,0
16,consumers,0
16,to,0
16,avoid,0
16,British,7
16,lamb,0
16,might,0
16,influence,0
16,consumers,0
16,across,0
16,Europe,1
16,.,0
17,"""",0
17,What,0
17,we,0
17,have,0
17,to,0
17,be,0
17,extremely,0
17,careful,0
17,of,0
17,is,0
17,how,0
17,other,0
17,countries,0
17,are,0
17,going,0
17,to,0
17,take,0
17,Germany,1
17,'s,0
17,lead,0
17,",",0
17,"""",0
17,Welsh,5
17,National,6
17,Farmers,6
17,',6
17,Union,6
17,(,0
17,NFU,5
17,),0
17,chairman,0
17,John,3
17,Lloyd,4
17,Jones,4
17,said,0
17,on,0
17,BBC,5
17,radio,6
17,.,0
18,Bonn,1
18,has,0
18,led,0
18,efforts,0
18,to,0
18,protect,0
18,public,0
18,health,0
18,after,0
18,consumer,0
18,confidence,0
18,collapsed,0
18,in,0
18,March,0
18,after,0
18,a,0
18,British,7
18,report,0
18,suggested,0
18,humans,0
18,could,0
18,contract,0
18,an,0
18,illness,0
18,similar,0
18,to,0
18,mad,0
18,cow,0
18,disease,0
18,by,0
18,eating,0
18,contaminated,0
18,beef,0
18,.,0
19,Germany,1
19,imported,0
19,"47,600",0
19,sheep,0
19,from,0
19,Britain,1
19,last,0
19,year,0
19,",",0
19,nearly,0
19,half,0
19,of,0
19,total,0
19,imports,0
19,.,0
20,It,0
20,brought,0
20,in,0
20,"4,275",0
20,tonnes,0
20,of,0
20,British,7
20,mutton,0
20,",",0
20,some,0
20,10,0
20,percent,0
20,of,0
20,overall,0
20,imports,0
20,.,0
21,-DOCSTART-,0
22,Rare,0
22,Hendrix,3
22,song,0
22,draft,0
22,sells,0
22,for,0
22,almost,0
22,$,0
22,"17,000",0
22,.,0
23,LONDON,1
23,1996-08-22,0
24,A,0
24,rare,0
24,early,0
24,handwritten,0
24,draft,0
24,of,0
24,a,0
24,song,0
24,by,0
24,U.S.,1
24,guitar,0
24,legend,0
24,Jimi,3
24,Hendrix,4
24,was,0
24,sold,0
24,for,0
24,almost,0
24,$,0
24,"17,000",0
24,on,0
24,Thursday,0
24,at,0
24,an,0
24,auction,0
24,of,0
24,some,0
24,of,0
24,the,0
24,late,0
24,musician,0
24,'s,0
24,favourite,0
24,possessions,0
24,.,0
25,A,0
25,Florida,1
25,restaurant,0
25,paid,0
25,"10,925",0
25,pounds,0
25,(,0
25,$,0
25,"16,935",0
25,),0
25,for,0
25,the,0
25,draft,0
25,of,0
25,"""",0
25,Ai,7
25,n't,8
25,no,8
25,telling,8
25,"""",0
25,",",0
25,which,0
25,Hendrix,3
25,penned,0
25,on,0
25,a,0
25,piece,0
25,of,0
25,London,1
25,hotel,0
25,stationery,0
25,in,0
25,late,0
25,1966,0
25,.,0
26,At,0
26,the,0
26,end,0
26,of,0
26,a,0
26,January,0
26,1967,0
26,concert,0
26,in,0
26,the,0
26,English,7
26,city,0
26,of,0
26,Nottingham,1
26,he,0
26,threw,0
26,the,0
26,sheet,0
26,of,0
26,paper,0
26,into,0
26,the,0
26,audience,0
26,",",0
26,where,0
26,it,0
26,was,0
26,retrieved,0
26,by,0
26,a,0
26,fan,0
26,.,0
27,Buyers,0
27,also,0
27,snapped,0
27,up,0
27,16,0
27,other,0
27,items,0
27,that,0
27,were,0
27,put,0
27,up,0
27,for,0
27,auction,0
27,by,0
27,Hendrix,3
27,'s,0
27,former,0
27,girlfriend,0
27,Kathy,3
27,Etchingham,4
27,",",0
27,who,0
27,lived,0
27,with,0
27,him,0
27,from,0
27,1966,0
27,to,0
27,1969,0
27,.,0
28,They,0
28,included,0
28,a,0
28,black,0
28,lacquer,0
28,and,0
28,mother,0
28,of,0
28,pearl,0
28,inlaid,0
28,box,0
28,used,0
28,by,0
28,Hendrix,3
28,to,0
28,store,0
28,his,0
28,drugs,0
28,",",0
28,which,0
28,an,0
28,anonymous,0
28,Australian,7
28,purchaser,0
28,bought,0
28,for,0
28,"5,060",0
28,pounds,0
28,(,0
28,$,0
28,"7,845",0
28,),0
28,.,0
29,The,0
29,guitarist,0
29,died,0
29,of,0
29,a,0
29,drugs,0
29,overdose,0
29,in,0
29,1970,0
29,aged,0
29,27,0
29,.,0
30,-DOCSTART-,0
31,China,1
31,says,0
31,Taiwan,1
31,spoils,0
31,atmosphere,0
31,for,0
31,talks,0
31,.,0
32,BEIJING,1
32,1996-08-22,0
33,China,1
33,on,0
33,Thursday,0
33,accused,0
33,Taipei,1
33,of,0
33,spoiling,0
33,the,0
33,atmosphere,0
33,for,0
33,a,0
33,resumption,0
33,of,0
33,talks,0
33,across,0
33,the,0
33,Taiwan,1
33,Strait,2
33,with,0
33,a,0
33,visit,0
33,to,0
33,Ukraine,1
33,by,0
33,Taiwanese,7
33,Vice,0
33,President,0
33,Lien,3
33,Chan,4
33,this,0
33,week,0
33,that,0
33,infuriated,0
33,Beijing,1
33,.,0
34,Speaking,0
34,only,0
34,hours,0
34,after,0
34,Chinese,7
34,state,0
34,media,0
34,said,0
34,the,0
34,time,0
34,was,0
34,right,0
34,to,0
34,engage,0
34,in,0
34,political,0
34,talks,0
34,with,0
34,Taiwan,1
34,",",0
34,Foreign,5
34,Ministry,6
34,spokesman,0
34,Shen,3
34,Guofang,4
34,told,0
34,Reuters,5
34,:,0
34,"""",0
34,The,0
34,necessary,0
34,atmosphere,0
34,for,0
34,the,0
34,opening,0
34,of,0
34,the,0
34,talks,0
34,has,0
34,been,0
34,disrupted,0
34,by,0
34,the,0
34,Taiwan,1
34,authorities,0
34,.,0
34,"""",0
35,State,0
35,media,0
35,quoted,0
35,China,1
35,'s,0
35,top,0
35,negotiator,0
35,with,0
35,Taipei,1
35,",",0
35,Tang,3
35,Shubei,4
35,",",0
35,as,0
35,telling,0
35,a,0
35,visiting,0
35,group,0
35,from,0
35,Taiwan,1
35,on,0
35,Wednesday,0
35,that,0
35,it,0
35,was,0
35,time,0
35,for,0
35,the,0
35,rivals,0
35,to,0
35,hold,0
35,political,0
35,talks,0
35,.,0
36,"""",0
36,Now,0
36,is,0
36,the,0
36,time,0
36,for,0
36,the,0
36,two,0
36,sides,0
36,to,0
36,engage,0
36,in,0
36,political,0
36,talks,0
36,...,0
37,that,0
37,is,0
37,to,0
37,end,0
37,the,0
37,state,0
37,of,0
37,hostility,0
37,",",0
37,"""",0
37,Thursday,0
37,'s,0
37,overseas,0
37,edition,0
37,of,0
37,the,0
37,People,5
37,'s,6
37,Daily,6
37,quoted,0
37,Tang,3
37,as,0
37,saying,0
37,.,0
38,The,0
38,foreign,0
38,ministry,0
38,'s,0
38,Shen,5
38,told,0
38,Reuters,5
38,Television,6
38,in,0
38,an,0
38,interview,0
38,he,0
38,had,0
38,read,0
38,reports,0
38,of,0
38,Tang,3
38,'s,0
38,comments,0
38,but,0
38,gave,0
38,no,0
38,details,0
38,of,0
38,why,0
38,the,0
38,negotiator,0
38,had,0
38,considered,0
38,the,0
38,time,0
38,right,0
38,for,0
38,talks,0
38,with,0
38,Taiwan,1
38,",",0
38,which,0
38,Beijing,1
38,considers,0
38,a,0
38,renegade,0
38,province,0
38,.,0
39,China,1
39,",",0
39,which,0
39,has,0
39,long,0
39,opposed,0
39,all,0
39,Taipei,1
39,efforts,0
39,to,0
39,gain,0
39,greater,0
39,international,0
39,recognition,0
39,",",0
39,was,0
39,infuriated,0
39,by,0
39,a,0
39,visit,0
39,to,0
39,Ukraine,1
39,this,0
39,week,0
39,by,0
39,Taiwanese,7
39,Vice,0
39,President,0
39,Lien,3
39,.,0
40,-DOCSTART-,0
41,China,1
41,says,0
41,time,0
41,right,0
41,for,0
41,Taiwan,1
41,talks,0
41,.,0
42,BEIJING,1
42,1996-08-22,0
43,China,1
43,has,0
43,said,0
43,it,0
43,was,0
43,time,0
43,for,0
43,political,0
43,talks,0
43,with,0
43,Taiwan,1
43,and,0
43,that,0
43,the,0
43,rival,0
43,island,0
43,should,0
43,take,0
43,practical,0
43,steps,0
43,towards,0
43,that,0
43,goal,0
43,.,0
44,Consultations,0
44,should,0
44,be,0
44,held,0
44,to,0
44,set,0
44,the,0
44,time,0
44,and,0
44,format,0
44,of,0
44,the,0
44,talks,0
44,",",0
44,the,0
44,official,0
44,Xinhua,5
44,news,0
44,agency,0
44,quoted,0
44,Tang,3
44,Shubei,4
44,",",0
44,executive,0
44,vice,0
44,chairman,0
44,of,0
44,the,0
44,Association,5
44,for,6
44,Relations,6
44,Across,6
44,the,6
44,Taiwan,6
44,Straits,6
44,",",0
44,as,0
44,saying,0
44,late,0
44,on,0
44,Wednesday,0
44,.,0
45,-DOCSTART-,0
46,German,7
46,July,0
46,car,0
46,registrations,0
46,up,0
46,14.2,0
46,pct,0
46,yr,0
46,/,0
46,yr,0
46,.,0
47,FRANKFURT,1
47,1996-08-22,0
48,German,7
48,first-time,0
48,registrations,0
48,of,0
48,motor,0
48,vehicles,0
48,jumped,0
48,14.2,0
48,percent,0
48,in,0
48,July,0
48,this,0
48,year,0
48,from,0
48,the,0
48,year-earlier,0
48,period,0
48,",",0
48,the,0
48,Federal,5
48,office,6
48,for,6
48,motor,6
48,vehicles,6
48,said,0
48,on,0
48,Thursday,0
48,.,0
49,The,0
49,office,0
49,said,0
49,"356,725",0
49,new,0
49,cars,0
49,were,0
49,registered,0
49,in,0
49,July,0
49,1996,0
49,--,0
49,"304,850",0
49,passenger,0
49,cars,0
49,and,0
49,"15,613",0
49,trucks,0
49,.,0
50,The,0
50,figures,0
50,represent,0
50,a,0
50,13.6,0
50,percent,0
50,increase,0
50,for,0
50,passenger,0
50,cars,0
50,and,0
50,a,0
50,2.2,0
50,percent,0
50,decline,0
50,for,0
50,trucks,0
50,from,0
50,July,0
50,1995,0
50,.,0
51,Motor-bike,0
51,registration,0
51,rose,0
51,32.7,0
51,percent,0
51,in,0
51,the,0
51,period,0
51,.,0
52,The,0
52,growth,0
52,was,0
52,partly,0
52,due,0
52,to,0
52,an,0
52,increased,0
52,number,0
52,of,0
52,Germans,7
52,buying,0
52,German,7
52,cars,0
52,abroad,0
52,",",0
52,while,0
52,manufacturers,0
52,said,0
52,that,0
52,domestic,0
52,demand,0
52,was,0
52,weak,0
52,",",0
52,the,0
52,federal,0
52,office,0
52,said,0
52,.,0
53,Almost,0
53,all,0
53,German,7
53,car,0
53,manufacturers,0
53,posted,0
53,gains,0
53,in,0
53,registration,0
53,numbers,0
53,in,0
53,the,0
53,period,0
53,.,0
54,Volkswagen,5
54,AG,6
54,won,0
54,"77,719",0
54,registrations,0
54,",",0
54,slightly,0
54,more,0
54,than,0
54,a,0
54,quarter,0
54,of,0
54,the,0
54,total,0
54,.,0
55,Opel,5
55,AG,6
55,together,0
55,with,0
55,General,5
55,Motors,6
55,came,0
55,in,0
55,second,0
55,place,0
55,with,0
55,"49,269",0
55,registrations,0
55,",",0
55,16.4,0
55,percent,0
55,of,0
55,the,0
55,overall,0
55,figure,0
55,.,0
56,Third,0
56,was,0
56,Ford,5
56,with,0
56,"35,563",0
56,registrations,0
56,",",0
56,or,0
56,11.7,0
56,percent,0
56,.,0
57,Only,0
57,Seat,5
57,and,0
57,Porsche,5
57,had,0
57,fewer,0
57,registrations,0
57,in,0
57,July,0
57,1996,0
57,compared,0
57,to,0
57,last,0
57,year,0
57,'s,0
57,July,0
57,.,0
58,Seat,5
58,posted,0
58,"3,420",0
58,registrations,0
58,compared,0
58,with,0
58,5522,0
58,registrations,0
58,in,0
58,July,0
58,a,0
58,year,0
58,earlier,0
58,.,0
59,Porsche,5
59,'s,0
59,registrations,0
59,fell,0
59,to,0
59,554,0
59,from,0
59,643,0
59,.,0
60,-DOCSTART-,0
61,GREEK,7
61,SOCIALISTS,0
61,GIVE,0
61,GREEN,0
61,LIGHT,0
61,TO,0
61,PM,0
61,FOR,0
61,ELECTIONS,0
61,.,0
62,ATHENS,1
62,1996-08-22,0
63,The,0
63,Greek,7
63,socialist,0
63,party,0
63,'s,0
63,executive,0
63,bureau,0
63,gave,0
63,the,0
63,green,0
63,light,0
63,to,0
63,Prime,0
63,Minister,0
63,Costas,3
63,Simitis,4
63,to,0
63,call,0
63,snap,0
63,elections,0
63,",",0
63,its,0
63,general,0
63,secretary,0
63,Costas,3
63,Skandalidis,4
63,told,0
63,reporters,0
63,.,0
64,Prime,0
64,Minister,0
64,Costas,3
64,Simitis,4
64,is,0
64,going,0
64,to,0
64,make,0
64,an,0
64,official,0
64,announcement,0
64,after,0
64,a,0
64,cabinet,0
64,meeting,0
64,later,0
64,on,0
64,Thursday,0
64,",",0
64,said,0
64,Skandalidis,3
64,.,0
65,--,0
65,Dimitris,3
65,Kontogiannis,4
65,",",0
65,Athens,5
65,Newsroom,6
65,+301,0
65,3311812-4,0
66,-DOCSTART-,0
67,BayerVB,5
67,sets,0
67,C$,7
67,100,0
67,million,0
67,six-year,0
67,bond,0
67,.,0
68,LONDON,1
68,1996-08-22,0
69,The,0
69,following,0
69,bond,0
69,was,0
69,announced,0
69,by,0
69,lead,0
69,manager,0
69,Toronto,3
69,Dominion,4
69,.,0
70,BORROWER,0
70,BAYERISCHE,5
70,VEREINSBANK,6
71,AMT,0
71,C$,7
71,100,0
71,MLN,0
71,COUPON,0
71,6.625,0
71,MATURITY,0
71,24.SEP.02,0
72,TYPE,0
72,STRAIGHT,0
72,ISS,0
72,PRICE,0
72,100.92,0
72,PAY,0
72,DATE,0
72,24.SEP.96,0
73,FULL,0
73,FEES,0
73,1.875,0
73,REOFFER,0
73,99.32,0
73,SPREAD,0
73,+20,0
73,BP,0
74,MOODY,0
74,AA1,0
74,LISTING,0
74,LUX,0
74,PAY,0
74,FREQ,0
74,=,0
75,S&P,5
75,=,0
75,DENOMS,0
75,(,0
75,K,0
75,),0
75,1-10-100,0
75,SALE,0
75,LIMITS,0
75,US,1
75,/,0
75,UK,1
75,/,0
75,CA,1
76,NEG,0
76,PLG,0
76,NO,0
76,CRS,0
76,DEFLT,0
76,NO,0
76,FORCE,0
76,MAJ,0
76,=,0
77,GOV,0
77,LAW,0
77,GERMAN,7
77,HOME,0
77,CTRY,0
77,=,0
77,TAX,0
77,PROVS,0
77,STANDARD,0
78,MGT,0
78,/,0
78,UND,0
78,0.275,0
78,SELL,0
78,CONC,0
78,1.60,0
78,PRAECIP,0
78,=,0
79,UNDERLYING,0
79,GOVT,0
79,BOND,0
79,7.0,0
79,PCT,0
79,SEPT,0
79,2001,0
80,NOTES,0
80,BAYERISCHE,5
80,VEREINSBANK,6
80,IS,0
80,JOINT,0
80,LEAD,0
80,MANAGER,0
81,--,0
81,London,5
81,Newsroom,6
81,+44,0
81,171,0
81,542,0
81,7658,0
82,-DOCSTART-,0
83,Venantius,5
83,sets,0
83,$,0
83,300,0
83,million,0
83,January,0
83,1999,0
83,FRN,0
83,.,0
84,LONDON,1
84,1996-08-22,0
85,The,0
85,following,0
85,floating-rate,0
85,issue,0
85,was,0
85,announced,0
85,by,0
85,lead,0
85,manager,0
85,Lehman,5
85,Brothers,6
85,International,6
85,.,0
86,BORROWER,0
86,VENANTIUS,5
86,AB,6
86,(,0
86,SWEDISH,7
86,NATIONAL,0
86,MORTGAGE,0
86,AGENCY,0
86,),0
87,AMT,0
87,$,0
87,300,0
87,MLN,0
87,SPREAD,0
87,-,0
87,12.5,0
87,BP,0
87,MATURITY,0
87,21.JAN.99,0
88,TYPE,0
88,FRN,0
88,BASE,0
88,3M,5
88,LIBOR,0
88,PAY,0
88,DATE,0
88,S23.SEP.96,0
89,LAST,0
89,MOODY,0
89,AA3,0
89,ISS,0
89,PRICE,0
89,99.956,0
89,FULL,0
89,FEES,0
89,10,0
89,BP,0
90,LAST,0
90,S&P,5
90,AA+,0
90,REOFFER,0
90,=,0
91,NOTES,0
91,S,0
91,SHORT,0
91,FIRST,0
91,COUPON,0
92,LISTING,0
92,LONDON,1
92,DENOMS,0
92,(,0
92,K,0
92,),0
92,1-10-100,0
92,SALE,0
92,LIMITS,0
92,US,1
92,/,0
92,UK,1
92,/,0
92,JP,1
92,/,0
92,FR,1
93,NEG,0
93,PLG,0
93,YES,0
93,CRS,0
93,DEFLT,0
93,NO,0
93,FORCE,0
93,MAJ,0
93,IPMA,0
93,2,0
94,GOV,0
94,LAW,0
94,ENGLISH,7
94,HOME,0
94,CTRY,0
94,SWEDEN,1
94,TAX,0
94,PROVS,0
94,STANDARD,0
95,MGT,0
95,/,0
95,UND,0
95,5,0
95,BP,0
95,SELL,0
95,CONC,0
95,5,0
95,BP,0
95,PRAECIP,0
95,=,0
96,NOTES,0
96,ISSUED,0
96,OFF,0
96,EMTN,0
96,PROGRAMME,0
97,--,0
97,London,5
97,Newsroom,6
97,+44,0
97,171,0
97,542,0
97,8863,0
98,-DOCSTART-,0
99,Port,0
99,conditions,0
99,update,0
99,-,0
99,Syria,1
99,-,0
99,Lloyds,5
99,Shipping,6
99,.,0
100,Port,0
100,conditions,0
100,from,0
100,Lloyds,5
100,Shipping,6
100,Intelligence,6
100,Service,6
100,--,0
101,LATTAKIA,1
101,",",0
101,Aug,0
101,10,0
101,-,0
101,waiting,0
101,time,0
101,at,0
101,Lattakia,1
101,and,0
101,Tartous,1
101,presently,0
101,24,0
101,hours,0
101,.,0
102,-DOCSTART-,0
103,Israel,1
103,plays,0
103,down,0
103,fears,0
103,of,0
103,war,0
103,with,0
103,Syria,1
103,.,0
104,Colleen,3
104,Siegel,4
105,JERUSALEM,1
105,1996-08-22,0
106,Israel,1
106,'s,0
106,outgoing,0
106,peace,0
106,negotiator,0
106,with,0
106,Syria,1
106,said,0
106,on,0
106,Thursday,0
106,current,0
106,tensions,0
106,between,0
106,the,0
106,two,0
106,countries,0
106,appeared,0
106,to,0
106,be,0
106,a,0
106,storm,0
106,in,0
106,a,0
106,teacup,0
106,.,0
107,Itamar,3
107,Rabinovich,4
107,",",0
107,who,0
107,as,0
107,Israel,1
107,'s,0
107,ambassador,0
107,to,0
107,Washington,1
107,conducted,0
107,unfruitful,0
107,negotiations,0
107,with,0
107,Syria,1
107,",",0
107,told,0
107,Israel,5
107,Radio,6
107,it,0
107,looked,0
107,like,0
107,Damascus,1
107,wanted,0
107,to,0
107,talk,0
107,rather,0
107,than,0
107,fight,0
107,.,0
108,"""",0
108,It,0
108,appears,0
108,to,0
108,me,0
108,the,0
108,Syrian,7
108,priority,0
108,is,0
108,still,0
108,to,0
108,negotiate,0
108,.,0
109,The,0
109,Syrians,7
109,are,0
109,confused,0
109,",",0
109,they,0
109,are,0
109,definitely,0
109,tense,0
109,",",0
109,but,0
109,the,0
109,general,0
109,assessment,0
109,here,0
109,in,0
109,Washington,1
109,is,0
109,that,0
109,this,0
109,is,0
109,essentially,0
109,a,0
109,storm,0
109,in,0
109,a,0
109,teacup,0
109,",",0
109,"""",0
109,he,0
109,said,0
109,.,0
110,Rabinovich,3
110,is,0
110,winding,0
110,up,0
110,his,0
110,term,0
110,as,0
110,ambassador,0
110,.,0
111,He,0
111,will,0
111,be,0
111,replaced,0
111,by,0
111,Eliahu,3
111,Ben-Elissar,4
111,",",0
111,a,0
111,former,0
111,Israeli,7
111,envoy,0
111,to,0
111,Egypt,1
111,and,0
111,right-wing,0
111,Likud,5
111,party,0
111,politician,0
111,.,0
112,Israel,1
112,on,0
112,Wednesday,0
112,sent,0
112,Syria,1
112,a,0
112,message,0
112,",",0
112,via,0
112,Washington,1
112,",",0
112,saying,0
112,it,0
112,was,0
112,committed,0
112,to,0
112,peace,0
112,and,0
112,wanted,0
112,to,0
112,open,0
112,negotiations,0
112,without,0
112,preconditions,0
112,.,0
113,But,0
113,it,0
113,slammed,0
113,Damascus,1
113,for,0
113,creating,0
113,what,0
113,it,0
113,called,0
113,a,0
113,dangerous,0
113,atmosphere,0
113,.,0
114,Syria,1
114,accused,0
114,Israel,1
114,on,0
114,Wednesday,0
114,of,0
114,launching,0
114,a,0
114,hysterical,0
114,campaign,0
114,against,0
114,it,0
114,after,0
114,Israeli,7
114,television,0
114,reported,0
114,that,0
114,Damascus,1
114,had,0
114,recently,0
114,test,0
114,fired,0
114,a,0
114,missile,0
114,.,0
115,It,0
115,said,0
115,its,0
115,arms,0
115,purchases,0
115,were,0
115,for,0
115,defensive,0
115,purposes,0
115,.,0
116,"""",0
116,The,0
116,message,0
116,that,0
116,we,0
116,sent,0
116,to,0
116,(,0
116,Syrian,7
116,President,0
116,Hafez,3
116,al-,4
116,),0
116,Assad,3
116,is,0
116,that,0
116,Israel,1
116,is,0
116,ready,0
116,at,0
116,any,0
116,time,0
116,without,0
116,preconditions,0
116,to,0
116,enter,0
116,peace,0
116,negotiations,0
116,",",0
116,"""",0
116,Israeli,7
116,Foreign,0
116,Minister,0
116,David,3
116,Levy,4
116,told,0
116,Israel,5
116,Radio,6
116,in,0
116,an,0
116,interview,0
116,.,0
117,Tension,0
117,has,0
117,mounted,0
117,since,0
117,Israeli,7
117,Prime,0
117,Minister,0
117,Benjamin,3
117,Netanyahu,4
117,took,0
117,office,0
117,in,0
117,June,0
117,vowing,0
117,to,0
117,retain,0
117,the,0
117,Golan,1
117,Heights,2
117,Israel,1
117,captured,0
117,from,0
117,Syria,1
117,in,0
117,the,0
117,1967,0
117,Middle,1
117,East,2
117,war,0
117,.,0
118,Israeli-Syrian,7
118,peace,0
118,talks,0
118,have,0
118,been,0
118,deadlocked,0
118,over,0
118,the,0
118,Golan,1
118,since,0
118,1991,0
118,despite,0
118,the,0
118,previous,0
118,government,0
118,'s,0
118,willingness,0
118,to,0
118,make,0
118,Golan,1
118,concessions,0
118,.,0
119,Peace,0
119,talks,0
119,between,0
119,the,0
119,two,0
119,sides,0
119,were,0
119,last,0
119,held,0
119,in,0
119,February,0
119,.,0
120,"""",0
120,The,0
120,voices,0
120,coming,0
120,out,0
120,of,0
120,Damascus,1
120,are,0
120,bad,0
120,",",0
120,not,0
120,good,0
120,.,0
121,The,0
121,media,0
121,...,0
122,are,0
122,full,0
122,of,0
122,expressions,0
122,and,0
122,declarations,0
122,that,0
122,must,0
122,be,0
122,worrying,0
122,...,0
123,this,0
123,artificial,0
123,atmosphere,0
123,is,0
123,very,0
123,dangerous,0
123,because,0
123,those,0
123,who,0
123,spread,0
123,it,0
123,could,0
123,become,0
123,its,0
123,prisoners,0
123,",",0
123,"""",0
123,Levy,3
123,said,0
123,.,0
124,"""",0
124,We,0
124,expect,0
124,from,0
124,Syria,1
124,",",0
124,if,0
124,its,0
124,face,0
124,is,0
124,to,0
124,peace,0
124,",",0
124,that,0
124,it,0
124,will,0
124,answer,0
124,Israel,1
124,'s,0
124,message,0
124,to,0
124,enter,0
124,peace,0
124,negotiations,0
124,because,0
124,that,0
124,is,0
124,our,0
124,goal,0
124,",",0
124,"""",0
124,he,0
124,said,0
124,.,0
124,"""",0
125,We,0
125,do,0
125,not,0
125,want,0
125,a,0
125,war,0
125,",",0
125,God,3
125,forbid,0
125,.,0
126,No,0
126,one,0
126,benefits,0
